ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr8;2023-05-24 17:50:00;;1;empty
cr1508;2024-02-03 03:26:24;;6;empty
cr1549;2024-02-05 08:14:06;Status;;full
cr1575;2024-02-05 08:36:17;;3;empty
cr1549;2024-02-05 09:02:01;Weight;;;1180.0
cr1556;2024-02-05 09:17:58;;6;empty
cr1578;2024-02-05 09:21:00;Weight;;;1160.0
cr1583;2024-02-05 11:42:40;Status;;full
cr1564;2024-02-05 11:53:36;;6;empty
cr1553;2024-02-05 11:57:48;Status;;full
cr1508;2024-02-05 11:58:34;Status;;full
cr1583;2024-02-05 12:01:24;Weight;;;1190.0
cr1569;2024-02-05 14:11:06;;6;empty
cr1508;2024-02-05 14:15:11;Weight;;;1230.0
cr1575;2024-02-05 14:22:18;Status;;full
cr1556;2024-02-05 14:30:23;Status;;full
cr1564;2024-02-05 14:37:01;Status;;full
cr1527;2024-02-05 14:41:13;;6;empty
cr1556;2024-02-05 14:43:15;Weight;;;1170.0
cr1581;2024-02-05 14:45:33;Status;;full
cr1569;2024-02-05 14:47:08;Status;;full
cr1587;2024-02-05 14:48:02;;1;empty
cr1564;2024-02-05 14:50:10;Weight;;;1210.0
cr1570;2024-02-05 14:50:32;;2;empty
cr1553;2024-02-05 14:54:04;Weight;;;1180.0
cr1579;2024-02-05 14:56:22;;6;empty
cr1536;2024-02-05 14:57:58;;3;empty
cr1581;2024-02-05 14:58:16;Weight;;;960.0
cr1568;2024-02-05 15:29:01;;6;empty
cr1575;2024-02-05 15:34:31;Weight;;;560.0
cr1569;2024-02-05 16:00:04;Weight;;;1180.0
cr1570;2024-02-05 16:10:25;Status;;full
cr1515;2024-02-05 16:24:03;;1;empty
cr1527;2024-02-05 16:24:40;Status;;full
cr1570;2024-02-05 16:29:32;Weight;;;400.0
cr1536;2024-02-05 16:53:36;Status;;full
cr1579;2024-02-05 17:59:58;Status;;full
cr1588;2024-02-05 18:13:35;;6;empty
cr1538;2024-02-05 18:19:53;;6;empty
cr1536;2024-02-06 07:16:43;Weight;;;560.0
cr1587;2024-02-06 07:19:14;Status;;full
cr1527;2024-02-06 07:21:53;Weight;;;1190.0
cr1535;2024-02-06 07:39:21;;6;empty
cr1515;2024-02-06 07:40:12;Status;;full
cr1587;2024-02-06 07:49:26;Weight;;;250.0
cr1586;2024-02-06 08:09:15;;6;empty
cr1579;2024-02-06 08:11:34;Weight;;;1280.0
cr1576;2024-02-06 08:40:39;;6;empty
cr1515;2024-02-06 08:50:17;Weight;;;180.0
cr1568;2024-02-06 11:17:16;Status;;full
cr1486;2024-02-06 11:27:01;;2;empty
cr1568;2024-02-06 11:28:30;Weight;;;1120.0
cr1486;2024-02-06 14:13:45;Status;;full
cr1538;2024-02-06 14:15:37;Status;;full
cr1576;2024-02-06 14:20:09;Status;;full
cr1573;2024-02-06 14:23:31;;6;empty
cr1535;2024-02-06 14:25:05;Status;;full
cr1586;2024-02-06 14:27:41;Status;;full
cr1486;2024-02-06 14:28:20;Weight;;;360.0
cr1537;2024-02-06 14:30:00;;6;empty
cr1576;2024-02-06 14:35:21;Weight;;;1250.0
cr1584;2024-02-06 14:55:15;;6;empty
cr1538;2024-02-06 14:56:08;Weight;;;1200.0
cr1573;2024-02-06 14:58:44;Status;;full
cr1591;2024-02-06 15:30:39;;6;empty
cr1535;2024-02-06 15:33:35;Weight;;;1210.0
cr1586;2024-02-06 15:35:41;Weight;;;1200.0
cr1537;2024-02-06 16:04:53;Status;;full
cr1573;2024-02-06 16:10:39;Weight;;;1190.0
cr1537;2024-02-06 16:18:54;Weight;;;1230.0
cr1540;2024-02-07 06:35:12;;6;empty
cr1565;2024-02-07 06:48:46;;6;empty
cr1588;2024-02-07 09:09:41;Status;;full
cr1584;2024-02-07 09:22:43;Status;;full
cr1565;2024-02-07 09:24:50;Status;;full
cr1591;2024-02-07 09:31:13;Status;;full
cr1540;2024-02-07 09:31:29;Status;;full
cr1584;2024-02-07 09:33:12;Weight;;;1120.0
cr1565;2024-02-07 09:40:27;Weight;;;1160.0
cr1540;2024-02-07 09:44:24;Weight;;;1210.0
cr1591;2024-02-07 09:46:37;Weight;;;1170.0
cr1588;2024-02-07 09:54:19;Weight;;;1120.0
cr1551;2024-02-07 09:59:30;;2;empty
cr1551;2024-02-07 11:24:47;Status;;full
cr1551;2024-02-07 11:36:21;Weight;;;380.0
cr1582;2024-02-07 14:07:26;;6;empty
cr1582;2024-02-07 15:42:37;Status;;full
cr1582;2024-02-07 17:16:10;Weight;;;1140.0
cr1598;2024-02-07 18:00:21;;6;empty
cr1539;2024-02-07 21:40:14;;6;empty
cr1593;2024-02-08 03:37:50;;6;empty
cr1585;2024-02-08 04:04:29;;6;empty
cr1554;2024-02-08 04:33:11;;6;empty
cr1601;2024-02-08 07:20:44;;1;empty
cr1598;2024-02-08 08:58:27;Status;;full
cr1601;2024-02-08 10:07:50;Status;;full
cr1555;2024-02-08 10:37:53;;6;empty
cr1593;2024-02-08 10:38:46;Status;;full
cr1598;2024-02-08 10:40:48;Weight;;;1160.0
cr1572;2024-02-08 10:47:57;;6;empty
cr1580;2024-02-08 10:48:34;;6;empty
cr1601;2024-02-08 10:49:09;Weight;;;200.0
cr1593;2024-02-08 10:49:48;Weight;;;1180.0
cr1539;2024-02-08 13:16:41;Status;;full
cr1585;2024-02-08 13:17:40;Status;;full
cr1542;2024-02-08 13:29:26;;6;empty
cr1539;2024-02-08 13:34:57;Weight;;;1240.0
cr1554;2024-02-08 13:51:06;Status;;full
cr1555;2024-02-08 13:58:10;Status;;full
cr1552;2024-02-08 14:23:24;;6;empty
cr1585;2024-02-08 14:25:54;Weight;;;1230.0
cr1552;2024-02-08 14:59:01;Status;;full
cr1572;2024-02-08 15:00:24;Status;;full
cr1555;2024-02-08 15:08:19;Weight;;;1120.0
cr1580;2024-02-08 15:09:05;Status;;full
cr1572;2024-02-08 15:12:45;Weight;;;1160.0
cr1550;2024-02-08 15:17:40;;6;empty
cr1597;2024-02-08 15:18:31;;1;empty
cr1580;2024-02-08 15:19:48;Weight;;;1230.0
cr1599;2024-02-08 15:20:01;;6;empty
cr1554;2024-02-08 15:28:50;Weight;;;1190.0
cr1597;2024-02-08 15:41:07;Status;;full
cr1597;2024-02-08 15:52:17;Weight;;;180.0
cr1550;2024-02-08 15:53:34;Status;;full
cr1552;2024-02-08 16:10:14;Weight;;;1100.0
cr1542;2024-02-08 16:10:34;Status;;full
cr1542;2024-02-08 16:26:35;Weight;;;1230.0
cr1550;2024-02-08 17:43:11;Weight;;;1180.0
cr1599;2024-02-08 17:57:11;Status;;full
cr1595;2024-02-08 19:37:28;;6;empty
cr1571;2024-02-09 02:37:37;;6;empty
cr1599;2024-02-09 09:21:19;Weight;;;1250.0
cr1600;2024-02-09 10:58:56;;6;empty
cr1609;2024-02-09 10:59:44;;6;empty
cr1609;2024-02-09 13:43:00;Status;;full
cr1600;2024-02-09 13:46:21;Status;;full
cr1571;2024-02-09 15:00:05;Status;;full
cr1595;2024-02-09 15:12:55;Status;;full
cr1571;2024-02-09 15:14:02;Weight;;;1210.0
cr1609;2024-02-09 15:21:16;Weight;;;1170.0
cr1595;2024-02-09 15:26:10;Weight;;;1120.0
cr1600;2024-02-09 15:27:53;Weight;;;1140.0
cr1596;2024-02-09 16:35:08;;6;empty
cr1613;2024-02-09 18:00:48;;6;empty
cr1604;2024-02-09 19:58:34;;6;empty
cr1602;2024-02-09 20:08:08;;6;empty
cr1610;2024-02-10 05:21:09;;4;empty
cr1605;2024-02-10 05:29:04;;2;empty
cr1605;2024-02-12 09:46:51;Status;;full
cr1613;2024-02-12 09:53:55;Status;;full
cr1610;2024-02-12 09:54:11;Status;;full
cr1604;2024-02-12 09:55:16;Status;;full
cr1596;2024-02-12 10:02:32;Status;;full
cr1574;2024-02-12 10:13:23;;6;empty
cr1596;2024-02-12 10:17:14;Weight;;;1180.0
cr1574;2024-02-12 10:56:18;Status;;full
cr1602;2024-02-12 10:59:35;Status;;full
cr1619;2024-02-12 10:59:39;;6;empty
cr1618;2024-02-12 11:01:36;;1;empty
cr1604;2024-02-12 11:02:44;Weight;;;1160.0
cr1557;2024-02-12 11:17:53;;6;empty
cr1605;2024-02-12 11:20:54;Weight;;;360.0
cr1621;2024-02-12 11:31:43;;6;empty
cr1613;2024-02-12 11:35:21;Weight;;;1160.0
cr1610;2024-02-12 12:00:01;Weight;;;760.0
cr1616;2024-02-12 12:03:48;;6;empty
cr1611;2024-02-12 12:10:08;;6;empty
cr1574;2024-02-12 13:10:37;Weight;;;1180.0
cr1602;2024-02-12 13:12:12;Weight;;;1140.0
cr1618;2024-02-12 13:31:32;Status;;full
cr1623;2024-02-12 13:45:12;;3;empty
cr1618;2024-02-12 13:49:05;Weight;;;180.0
cr1623;2024-02-12 16:15:19;Status;;full
cr1619;2024-02-12 16:25:35;Status;;full
cr1608;2024-02-12 16:29:34;;6;empty
cr1621;2024-02-12 16:32:12;Status;;full
cr1623;2024-02-12 16:37:31;Weight;;;560.0
cr1594;2024-02-12 16:39:27;;6;empty
cr1619;2024-02-12 16:41:21;Weight;;;1160.0
cr1616;2024-02-12 16:45:54;Status;;full
cr1629;2024-02-12 16:46:13;;6;empty
cr1621;2024-02-12 16:47:35;Weight;;;1120.0
cr1557;2024-02-12 18:00:00;Status;;full
cr1589;2024-02-13 07:08:47;;5;empty
cr1557;2024-02-13 07:10:12;Weight;;;1210.0
cr1611;2024-02-13 07:36:28;Status;;full
cr1612;2024-02-13 08:03:12;;6;empty
cr1616;2024-02-13 08:04:55;Weight;;;1260.0
cr1608;2024-02-13 09:08:14;Status;;full
cr1614;2024-02-13 09:18:09;;5;empty
cr1608;2024-02-13 09:21:43;Weight;;;1230.0
cr1630;2024-02-13 09:32:37;;5;empty
cr1611;2024-02-13 09:34:56;Weight;;;1260.0
cr1589;2024-02-13 09:40:49;Status;;full
cr1612;2024-02-13 09:41:11;Status;;full
cr1594;2024-02-13 09:46:23;Status;;full
cr1629;2024-02-13 09:49:42;Status;;full
cr1563;2024-02-13 09:50:50;;6;empty
cr1589;2024-02-13 09:52:50;Weight;;;1010.0
cr1625;2024-02-13 11:02:23;;4;empty
cr1612;2024-02-13 11:04:59;Weight;;;1230.0
cr1617;2024-02-13 11:13:35;;6;empty
cr1594;2024-02-13 11:16:12;Weight;;;1180.0
cr1590;2024-02-13 11:19:17;;6;empty
cr1629;2024-02-13 11:21:02;Weight;;;1120.0
cr1630;2024-02-13 13:55:57;Status;;full
cr1592;2024-02-13 15:32:36;;2;empty
cr1630;2024-02-13 15:34:29;Weight;;;960.0
cr1614;2024-02-13 16:00:45;Status;;full
cr1563;2024-02-13 16:03:55;Status;;full
cr1590;2024-02-13 16:10:08;Status;;full
cr1566;2024-02-13 16:13:35;;6;empty
cr1614;2024-02-13 16:15:33;Weight;;;920.0
cr1625;2024-02-13 16:21:19;Status;;full
cr1590;2024-02-13 16:23:44;Weight;;;1140.0
cr1617;2024-02-13 16:27:18;Status;;full
cr1646;2024-02-13 16:37:45;;6;empty
cr1592;2024-02-13 16:44:50;Status;;full
cr1617;2024-02-13 16:44:53;Weight;;;1170.0
cr1563;2024-02-13 16:56:50;Weight;;;1230.0
cr1625;2024-02-13 17:55:46;Weight;;;760.0
cr1566;2024-02-13 17:58:01;Status;;full
cr1577;2024-02-13 19:43:17;;6;empty
cr1646;2024-02-14 07:43:35;Status;;full
cr1592;2024-02-14 07:58:57;Weight;;;380.0
cr1566;2024-02-14 08:09:04;Weight;;;1230.0
cr1640;2024-02-14 08:25:17;;6;empty
cr1577;2024-02-14 08:50:11;Status;;full
cr1646;2024-02-14 08:51:58;Weight;;;1160.0
cr1640;2024-02-14 09:37:20;Status;;full
cr1640;2024-02-14 09:48:03;Weight;;;1140.0
cr1577;2024-02-14 10:29:46;Weight;;;1140.0
cr1648;2024-02-14 12:16:27;;6;empty
cr1637;2024-02-14 13:02:20;;6;empty
cr1637;2024-02-14 13:56:54;Status;;full
cr1648;2024-02-14 13:57:09;Status;;full
cr1648;2024-02-14 15:05:49;Weight;;;1230.0
cr1637;2024-02-14 15:38:37;Weight;;;1160.0
cr1644;2024-02-14 17:50:40;;3;empty
cr1645;2024-02-15 00:06:43;;6;empty
cr1645;2024-02-15 09:31:29;Status;;full
cr1645;2024-02-15 09:42:14;Weight;;;1140.0
cr1644;2024-02-15 12:00:36;Status;;full
cr1644;2024-02-15 16:07:31;Weight;;;600.0
cr1636;2024-02-15 17:11:43;;6;empty
cr1633;2024-02-16 01:05:28;;6;empty
cr1624;2024-02-16 01:38:11;;6;empty
cr1664;2024-02-16 01:58:42;;6;empty
cr1641;2024-02-16 04:29:12;;6;empty
cr1636;2024-02-16 07:41:41;Status;;full
cr1665;2024-02-16 08:57:42;;5;empty
cr1603;2024-02-16 09:52:48;;6;empty
cr1636;2024-02-16 09:57:15;Weight;;;1160.0
cr1664;2024-02-16 11:09:22;Status;;full
cr1664;2024-02-16 11:25:56;Weight;;;1250.0
cr1666;2024-02-16 11:55:03;;6;empty
cr1665;2024-02-16 13:05:43;Status;;full
cr1665;2024-02-16 13:25:55;Weight;;;980.0
cr1641;2024-02-16 13:39:27;Status;;full
cr1603;2024-02-16 13:41:03;Status;;full
cr1624;2024-02-16 13:48:10;Status;;full
cr1641;2024-02-16 13:57:13;Weight;;;1140.0
cr1669;2024-02-16 14:35:39;;6;empty
cr1624;2024-02-16 14:52:00;Weight;;;1190.0
cr1603;2024-02-16 15:00:08;Weight;;;1260.0
cr1633;2024-02-16 15:01:11;Status;;full
cr1666;2024-02-16 15:06:03;Status;;full
cr1658;2024-02-16 15:08:15;;6;empty
cr1658;2024-02-16 15:51:40;Status;;full
cr1669;2024-02-16 15:54:45;Status;;full
cr1633;2024-02-16 15:58:42;Weight;;;1190.0
cr1666;2024-02-16 15:59:07;Weight;;;1160.0
cr1634;2024-02-16 16:11:30;;6;empty
cr1634;2024-02-16 16:59:34;Status;;full
cr1620;2024-02-16 17:06:14;;6;empty
cr1658;2024-02-16 18:09:42;Weight;;;1140.0
cr1634;2024-02-16 18:49:49;Weight;;;1170.0
cr1669;2024-02-16 19:00:19;Weight;;;1210.0
cr1632;2024-02-16 21:18:43;;6;empty
cr1628;2024-02-16 23:22:51;;6;empty
cr1622;2024-02-17 02:48:31;;6;empty
cr1649;2024-02-17 03:31:39;;5;empty
cr1615;2024-02-17 06:23:49;;6;empty
cr1622;2024-02-19 11:43:01;Status;;full
cr1649;2024-02-19 11:45:40;Status;;full
cr1639;2024-02-19 11:53:56;;2;empty
cr1622;2024-02-19 11:56:36;Weight;;;1160.0
cr1667;2024-02-19 11:56:57;;6;empty
cr1620;2024-02-19 11:59:51;Status;;full
cr1649;2024-02-19 13:58:26;Weight;;;1010.0
cr1628;2024-02-19 14:01:02;Status;;full
cr1639;2024-02-19 14:17:44;Status;;full
cr1615;2024-02-19 14:21:49;Status;;full
cr1632;2024-02-19 14:24:21;Status;;full
cr1667;2024-02-19 14:33:33;Status;;full
cr1657;2024-02-19 14:35:25;;6;empty
cr1632;2024-02-19 14:36:25;Weight;;;1180.0
cr1638;2024-02-19 14:45:19;;6;empty
cr1628;2024-02-19 14:48:09;Weight;;;1210.0
cr1662;2024-02-19 14:55:14;;6;empty
cr1620;2024-02-19 14:55:48;Weight;;;1160.0
cr1656;2024-02-19 15:19:28;;6;empty
cr1639;2024-02-19 15:21:10;Weight;;;380.0
cr1672;2024-02-19 15:28:15;;6;empty
cr1615;2024-02-19 15:29:19;Weight;;;1200.0
cr1654;2024-02-19 15:51:19;;2;empty
cr1667;2024-02-19 15:56:16;Weight;;;1250.0
cr1657;2024-02-19 17:19:15;Status;;full
cr1654;2024-02-19 17:24:31;Status;;full
cr1626;2024-02-19 17:57:40;;6;empty
cr1672;2024-02-19 18:02:53;Status;;full
cr1635;2024-02-19 18:32:05;;1;empty
cr1654;2024-02-19 18:41:16;Weight;;;400.0
cr1657;2024-02-19 19:12:12;Weight;;;1120.0
cr1674;2024-02-20 07:12:43;;6;empty
cr1672;2024-02-20 07:21:20;Weight;;;1180.0
cr1638;2024-02-20 07:37:53;Status;;full
cr1661;2024-02-20 07:57:09;;2;empty
cr1662;2024-02-20 07:57:58;Status;;full
cr1635;2024-02-20 08:15:10;Status;;full
cr1677;2024-02-20 08:35:23;;6;empty
cr1635;2024-02-20 08:46:01;Weight;;;200.0
cr1638;2024-02-20 09:00:02;Weight;;;1190.0
cr1668;2024-02-20 09:16:15;;6;empty
cr1662;2024-02-20 09:18:05;Weight;;;1140.0
cr1656;2024-02-20 11:13:13;Status;;full
cr1626;2024-02-20 11:14:27;Status;;full
cr1674;2024-02-20 11:17:54;Status;;full
cr1677;2024-02-20 11:22:26;Status;;full
cr1679;2024-02-20 11:24:43;;6;empty
cr1668;2024-02-20 11:25:36;Status;;full
cr1661;2024-02-20 11:25:54;Status;;full
cr1626;2024-02-20 11:26:53;Weight;;;1140.0
cr1678;2024-02-20 11:28:04;;6;empty
cr1674;2024-02-20 11:30:21;Weight;;;1140.0
cr1663;2024-02-20 11:32:12;;6;empty
cr1677;2024-02-20 11:33:56;Weight;;;1140.0
cr1675;2024-02-20 11:35:26;;6;empty
cr1652;2024-02-20 11:35:55;;6;empty
cr1668;2024-02-20 11:36:12;Weight;;;1160.0
cr1661;2024-02-20 11:38:47;Weight;;;380.0
cr1680;2024-02-20 11:53:21;;5;empty
cr1656;2024-02-20 11:57:45;Weight;;;1180.0
cr1678;2024-02-20 14:42:48;Status;;full
cr1680;2024-02-20 14:49:02;Status;;full
cr1652;2024-02-20 14:52:19;Status;;full
cr1679;2024-02-20 14:58:50;Status;;full
cr1660;2024-02-20 14:59:04;;6;empty
cr1680;2024-02-20 14:59:43;Weight;;;940.0
cr1663;2024-02-20 16:01:54;Status;;full
cr1681;2024-02-20 16:05:54;;6;empty
cr1678;2024-02-20 16:07:00;Weight;;;1140.0
cr1655;2024-02-20 16:07:40;;6;empty
cr1679;2024-02-20 16:09:12;Weight;;;1250.0
cr1676;2024-02-20 16:14:05;;6;empty
cr1663;2024-02-20 16:18:58;Weight;;;1250.0
cr1652;2024-02-20 16:25:45;Weight;;;1120.0
cr1675;2024-02-20 17:00:14;Status;;full
cr1675;2024-02-20 17:43:48;Weight;;;1100.0
cr1607;2024-02-20 19:39:55;;5;empty
cr1607;2024-02-21 09:24:19;Status;;full
cr1660;2024-02-21 09:30:19;Status;;full
cr1607;2024-02-21 09:36:44;Weight;;;980.0
cr1681;2024-02-21 09:38:48;Status;;full
cr1655;2024-02-21 09:44:23;Status;;full
cr1676;2024-02-21 09:45:05;Status;;full
cr1681;2024-02-21 09:49:27;Weight;;;1140.0
cr1655;2024-02-21 09:58:37;Weight;;;1210.0
cr1676;2024-02-21 09:58:47;Weight;;;1140.0
cr1660;2024-02-21 10:45:40;Weight;;;1160.0
cr1686;2024-02-21 12:54:59;;6;empty
cr1694;2024-02-21 14:12:00;;6;empty
cr1686;2024-02-21 15:23:20;Status;;full
cr1694;2024-02-21 15:25:20;Status;;full
cr1686;2024-02-21 15:35:17;Weight;;;1180.0
cr1687;2024-02-21 16:03:00;;2;empty
cr1694;2024-02-21 16:33:15;Weight;;;1190.0
cr1685;2024-02-21 23:47:44;;1;empty
cr1643;2024-02-22 02:02:20;;6;empty
cr1651;2024-02-22 04:39:11;;6;empty
cr1687;2024-02-22 07:24:05;Status;;full
cr1687;2024-02-22 07:54:10;Weight;;;400.0
cr1685;2024-02-22 08:37:38;Status;;full
cr1651;2024-02-22 09:21:58;Status;;full
cr1643;2024-02-22 09:26:56;Status;;full
cr1643;2024-02-22 09:42:20;Weight;;;1250.0
cr1651;2024-02-22 12:03:14;Weight;;;1120.0
cr1683;2024-02-22 12:03:16;;6;empty
cr1606;2024-02-22 12:30:22;;6;empty
cr1685;2024-02-22 13:08:56;Weight;;;180.0
cr1683;2024-02-22 13:44:16;Status;;full
cr1683;2024-02-22 13:59:22;Weight;;;1100.0
cr1700;2024-02-22 15:00:35;;6;empty
cr1700;2024-02-22 15:34:59;Status;;full
cr1606;2024-02-22 16:06:14;Status;;full
cr1606;2024-02-22 16:57:47;Weight;;;1140.0
cr1693;2024-02-22 17:34:52;;6;empty
cr1701;2024-02-22 17:37:10;;5;empty
cr1700;2024-02-22 17:53:53;Weight;;;1280.0
cr1670;2024-02-22 18:27:08;;6;empty
cr1702;2024-02-22 22:01:52;;6;empty
cr1699;2024-02-22 23:35:44;;6;empty
cr1705;2024-02-23 00:30:11;;2;empty
cr1705;2024-02-23 13:11:59;Status;;full
cr1699;2024-02-23 13:53:59;Status;;full
cr1689;2024-02-23 14:23:08;;6;empty
cr1705;2024-02-23 14:27:17;Weight;;;380.0
cr1684;2024-02-23 15:01:50;;6;empty
cr1699;2024-02-23 15:08:33;Weight;;;1210.0
cr1693;2024-02-23 15:09:38;Status;;full
cr1670;2024-02-23 15:41:38;Status;;full
cr1702;2024-02-23 15:52:07;Status;;full
cr1690;2024-02-23 15:53:59;;6;empty
cr1701;2024-02-23 15:56:22;Status;;full
cr1670;2024-02-23 15:58:10;Weight;;;1210.0
cr1704;2024-02-23 15:59:34;;6;empty
cr1712;2024-02-23 16:57:53;;6;empty
cr1693;2024-02-23 17:05:02;Weight;;;1140.0
cr1659;2024-02-23 17:07:47;;3;empty
cr1701;2024-02-23 17:18:07;Weight;;;980.0
cr1702;2024-02-23 18:02:40;Weight;;;1310.0
cr1689;2024-02-26 07:12:20;Status;;full
cr1698;2024-02-26 07:34:31;;3;empty
cr1689;2024-02-26 07:46:45;Weight;;;1140.0
cr1659;2024-02-26 09:18:37;Status;;full
cr1704;2024-02-26 09:18:58;Status;;full
cr1698;2024-02-26 09:25:13;Status;;full
cr1627;2024-02-26 09:30:18;;6;empty
cr1710;2024-02-26 09:30:21;;1;empty
cr1631;2024-02-26 09:36:15;;6;empty
cr1690;2024-02-26 09:39:19;Status;;full
cr1713;2024-02-26 09:50:30;;6;empty
cr1684;2024-02-26 09:53:16;Status;;full
cr1710;2024-02-26 09:57:16;Status;;full
cr1712;2024-02-26 09:58:05;Status;;full
cr1704;2024-02-26 10:00:16;Weight;;;1280.0
cr1690;2024-02-26 10:05:28;Weight;;;1210.0
cr1698;2024-02-26 10:10:13;Weight;;;540.0
cr1659;2024-02-26 10:19:48;Weight;;;560.0
cr1703;2024-02-26 11:31:20;;6;empty
cr1684;2024-02-26 11:37:31;Weight;;;1190.0
cr1691;2024-02-26 11:38:54;;3;empty
cr1692;2024-02-26 11:40:37;;6;empty
cr1712;2024-02-26 11:42:10;Weight;;;1140.0
cr1710;2024-02-26 11:43:55;Weight;;;250.0
cr1713;2024-02-26 15:58:30;Status;;full
cr1692;2024-02-26 16:00:50;Status;;full
cr1631;2024-02-26 16:13:05;Status;;full
cr1627;2024-02-26 16:21:05;Status;;full
cr1691;2024-02-26 16:26:27;Status;;full
cr1697;2024-02-26 16:27:16;;6;empty
cr1631;2024-02-26 16:34:41;Weight;;;1120.0
cr1673;2024-02-26 16:34:55;;4;empty
cr1703;2024-02-26 16:38:32;Status;;full
cr1627;2024-02-26 16:43:08;Weight;;;1160.0
cr1647;2024-02-26 16:52:06;;3;empty
cr1708;2024-02-26 16:56:24;;6;empty
cr1703;2024-02-26 16:58:40;Weight;;;1120.0
cr1711;2024-02-26 17:10:28;;6;empty
cr1713;2024-02-26 17:16:41;Weight;;;1160.0
cr1692;2024-02-26 17:57:58;Weight;;;1210.0
cr1650;2024-02-26 18:25:14;;6;empty
cr1691;2024-02-27 07:25:26;Weight;;;600.0
cr1673;2024-02-27 08:06:55;Status;;full
cr1642;2024-02-27 09:20:52;;6;empty
cr1673;2024-02-27 09:23:31;Weight;;;830.0
cr1697;2024-02-27 09:30:23;Status;;full
cr1722;2024-02-27 09:40:23;;3;empty
cr1697;2024-02-27 09:45:18;Weight;;;1120.0
cr1647;2024-02-27 09:48:59;Status;;full
cr1688;2024-02-27 09:59:08;;6;empty
cr1647;2024-02-27 11:00:36;Weight;;;650.0
cr1711;2024-02-27 11:05:10;Status;;full
cr1728;2024-02-27 11:15:25;;6;empty
cr1708;2024-02-27 11:16:51;Status;;full
cr1711;2024-02-27 11:18:07;Weight;;;1210.0
cr1718;2024-02-27 11:26:24;;6;empty
cr1708;2024-02-27 11:28:25;Weight;;;1210.0
cr1642;2024-02-27 11:28:47;Status;;full
cr1650;2024-02-27 11:46:16;Status;;full
cr1731;2024-02-27 11:56:14;;5;empty
cr1650;2024-02-27 11:57:41;Weight;;;1210.0
cr1642;2024-02-27 13:44:34;Weight;;;1210.0
cr1688;2024-02-27 16:01:16;Status;;full
cr1688;2024-02-27 16:18:01;Weight;;;1120.0
cr1728;2024-02-27 16:24:42;Status;;full
cr1731;2024-02-27 16:34:56;Status;;full
cr1728;2024-02-27 16:38:19;Weight;;;1140.0
cr1722;2024-02-27 16:42:33;Status;;full
cr1731;2024-02-27 16:50:52;Weight;;;1000.0
cr1718;2024-02-27 16:54:13;Status;;full
cr1722;2024-02-27 16:59:09;Weight;;;560.0
cr1671;2024-02-27 17:42:56;;6;empty
cr1718;2024-02-27 18:39:01;Weight;;;1120.0
cr1715;2024-02-27 19:12:29;;2;empty
cr1695;2024-02-28 04:14:54;;6;empty
cr1729;2024-02-28 05:53:56;;6;empty
cr1737;2024-02-28 10:55:14;;6;empty
cr1695;2024-02-28 11:35:30;Status;;full
cr1715;2024-02-28 11:39:10;Status;;full
cr1729;2024-02-28 11:39:39;Status;;full
cr1671;2024-02-28 11:46:46;Status;;full
cr1715;2024-02-28 11:50:40;Weight;;;400.0
cr1729;2024-02-28 11:50:59;Weight;;;1160.0
cr1671;2024-02-28 11:58:42;Weight;;;1180.0
cr1738;2024-02-28 12:38:33;;6;empty
cr1737;2024-02-28 13:20:38;Status;;full
cr1737;2024-02-28 13:34:07;Weight;;;1120.0
cr1695;2024-02-28 13:55:34;Weight;;;1140.0
cr1736;2024-02-28 14:59:14;;5;empty
cr1738;2024-02-28 16:05:06;Status;;full
cr1736;2024-02-28 16:26:31;Status;;full
cr1736;2024-02-28 16:39:56;Weight;;;960.0
cr1738;2024-02-28 16:56:47;Weight;;;1100.0
cr1709;2024-02-28 19:16:38;;6;empty
cr1709;2024-02-29 09:12:49;Status;;full
cr1709;2024-02-29 11:03:07;Weight;;;1190.0
cr1734;2024-02-29 13:52:34;;6;empty
cr1734;2024-02-29 16:10:09;Status;;full
cr1734;2024-02-29 16:23:36;Weight;;;1210.0
cr1730;2024-02-29 20:05:22;;6;empty
cr1732;2024-02-29 22:20:48;;6;empty
cr1744;2024-02-29 22:30:07;;6;empty
cr1735;2024-03-01 08:59:07;;6;empty
cr1682;2024-03-01 10:03:45;;6;empty
cr1750;2024-03-01 10:45:06;;1;empty
cr1744;2024-03-01 11:50:09;Status;;full
cr1730;2024-03-01 14:09:54;Status;;full
cr1750;2024-03-01 14:17:40;Status;;full
cr1732;2024-03-01 14:21:54;Status;;full
cr1696;2024-03-01 14:22:30;;4;empty
cr1730;2024-03-01 14:25:46;Weight;;;1140.0
cr1735;2024-03-01 14:27:48;Status;;full
cr1706;2024-03-01 14:30:04;;6;empty
cr1750;2024-03-01 14:30:44;Weight;;;180.0
cr1741;2024-03-01 14:34:34;;4;empty
cr1732;2024-03-01 14:39:23;Weight;;;1120.0
cr1725;2024-03-01 14:40:26;;2;empty
cr1735;2024-03-01 14:43:44;Weight;;;1210.0
cr1744;2024-03-01 14:44:38;Weight;;;1250.0
cr1707;2024-03-01 15:10:21;;6;empty
cr1682;2024-03-01 15:57:59;Status;;full
cr1696;2024-03-01 16:06:22;Status;;full
cr1725;2024-03-01 16:18:01;Status;;full
cr1727;2024-03-01 16:33:35;;5;empty
